name,city,department,rental_possible_status,rental_possible_confidence,rental_positive_signals,rental_negative_signals,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
"Brissard Loft 52 Rue Brissard, 92140 Clamart, France Quartier animé Charme Design Brissard Loft, concept convivial ""Comme à la maison"", pour",,92,unclear,low,,,yes,kactus.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,Dès 80 €; Dès 120 €; dès 450 €; dès 750 €,12 pers; 15 pers; 30 pers; 200m²,52 Rue Brissard,https://www.kactus.com/fr/lieux/brissard-loft,scraped,200
"Hôtel Le bout du parc 92-94 Allée du Cordon Boisé, 78000 Versailles, France Atypique Au vert Quartier animé L’Hôtel Le Bout du Parc est un c",,92,unclear,low,,,yes,kactus.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,Dès 84 €; Dès 94 €; Dès 241 €; Dès 139 €,22 pers; 20 pers; 50 pers; 30 pers,94 Allée du Cordon Boisé,https://www.kactus.com/fr/lieux/hotel-le-bout-du-parc,scraped,200
Paris,,92,possible,medium,location de salle,,yes,snapevent.fr,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,,,,https://www.snapevent.fr/location-de-salle/paris,scraped,200
Lieux,,92,unclear,low,,,yes,snapevent.fr,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 250 €; 900 €; 500 €,100m²; 250m²; 500m²; 1000m²,10 Avenue Émile Zola Boulogne - Jean Jaurès Boulogne - Pont de Saint-Cloud Cardinal Lemoine Chardon,https://www.snapevent.fr/location-de-salle/paris/resultats-recherche,scraped,200
"nouveau Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à minuit Casa Verde 25 À partir de 1 000 € HT",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 200 €; 800 €; 350 €,250m2; 50m2; 25 personnes; 250 m²,,https://www.snapevent.fr/location-de-salle/paris/casa-verde-4523,scraped,200
"5/5 (1 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à 2h du matin Le jardin de Boulogne 40 À partir ",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 600 €; 350 €; 149 €,70m2; 200m2; 40 personnes; 30 personnes,,https://www.snapevent.fr/location-de-salle/paris/jardin-boulogne-2323,scraped,200
France,,92,possible,medium,location de salle; location de salles; louer une salle; salle à louer,,yes,directsalles.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0139905375; 0761989916; 0178114811; 0164047304; 0677479874,,,30 Route De Groslay 95200 Sarcelles,http://www.directsalles.com/france,scraped,200
"5/5 (3 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à 1h du matin La maison californienne d'Hélène 1",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,500 €; 400 €; 597 €; 350 €,130m2; 550m2; 100 personnes; 50 personnes,,https://www.snapevent.fr/location-de-salle/paris/maison-californienne-helene-2699,scraped,200
"5/5 (8 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à minuit La maison avec piscine de Cyril 30 À pa",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,400 €; 100 €; à partir de 900 €,220m2; 400m2; 30 personnes; 110 m²,,https://www.snapevent.fr/location-de-salle/paris/maison-avec-piscine-cyril-2474,scraped,200
"5/5 (1 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à 2h du matin La Serre - Malakoff 100 À partir d",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,850 €; 150 €; 400 €; 300 €,600m2; 100 personnes; 40 personnes; 600 m²,,https://www.snapevent.fr/location-de-salle/paris/serre-malakoff-2512,scraped,200
"MITWIT Office Paris 17 Grande Armée (ex Startway) 58 Av. de la Grande Armée, 75017 Paris, France Quartier animé Moderne Startup Ouvert depui",,92,unclear,low,,,yes,kactus.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,Dès 47 €; Dès 62 €; dès 119 €; dès 181 €,24 pers; 30 pers; 40 pers; 50 pers,58 Av. de la Grande Armée,https://www.kactus.com/fr/lieux/mitwit-office-paris-17-grande-armee-ex-startway,scraped,200
"5/5 (1 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à minuit L'Eden de Stéphane 40 À partir de 750 €",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,à partir de 750 €; 750 €; 350 €; 500 €,110m2; 40m2; 40 personnes; 15 personnes,,https://www.snapevent.fr/location-de-salle/paris/eden-stephane-3319,scraped,200
"Chateauform Les jardins de Saint-Dominique 49-51 rue Saint Dominique, 75007 Paris, France Quartier animé Design Moderne Les jardins de Saint",,92,unclear,low,,,yes,kactus.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,Dès 160 €; Dès 230 €; Dès 269 €; Dès 339 €,14 pers; 46 pers; 250 pers; 150 pers,51 rue Saint Dominique,https://www.kactus.com/fr/lieux/chateauform-les-jardins-de-saint-dominique,scraped,200
"KEEZE Champs Elysées - Le Toit 25 Rue d'Artois, 75008 Paris, France Design Salle de réunion Keeze Situé rue d’Artois, au cœur du 8ème arrond",,92,unclear,low,,,yes,kactus.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,Dès 74 €; Dès 102 €; Dès 119 €; Dès 147 €,18 pers; 20 pers; 30 pers; 60m2,25 Rue d'Artois,https://www.kactus.com/fr/lieux/keeze-champs-elysees-le-toit,scraped,200
"5/5 (1 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à minuit La maison d'architecte de Frédérique 30",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,à partir de 800 €; 800 €; 850 €; 154 €,100m2; 30 personnes; 12 personnes; 100 m²,,https://www.snapevent.fr/location-de-salle/paris/maison-architecte-frederique-3048,scraped,200
"5/5 (1 avis) Exclusivité Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à 2h du matin Le Rooftop Danton 35 À",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,à partir de 800 €; 800 €; 195 €; 950 €,100m2; 35 personnes; 20 personnes; 100 m²,,https://www.snapevent.fr/location-de-salle/paris/rooftop-danton-3524,scraped,200
"5/5 (1 avis) Ajouter à ma sélection Retirer de ma sélection Paris, Dép. 92 réservable jusqu'à 2h du matin L'Annexe 50 À partir de 900 € HT",,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,à partir de 900 €; 900 €; 149 €; 350 €,125m2; 50 personnes; 125m²; 125 m²,,https://www.snapevent.fr/location-de-salle/paris/annexe-2431,scraped,200
"Monsieur Lancaster 7 Rue de Berri, 75008 Paris, France Restaurant Idéale demeure parisienne à quelques pas des Champs Elysées, l’Hôtel Lanca",,92,unclear,low,,,yes,kactus.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,hello@kactus.com; 01 84 80 92 92; +33184809292,Dès 108 €; Dès 135 €; Dès 90 €; Dès 54 €,20 pers; 18 pers; 22 pers; 45 pers,7 Rue de Berri,https://www.kactus.com/fr/lieux/monsieur-lancaster,scraped,200
Les YMCA de France,,75,unclear,low,,,no,ymcafrance.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,secretariat.national@ymca.fr,,,5 place de Vénétie,https://ymcafrance.fr/les-associations-membres-de-ymca-france/,scraped,200
Consulter les tarifs,,75,unclear,low,,,no,ymca-avignon.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,http://www.ymca-avignon.com/fr/services/nos-salles/,fetch_failed,
L'Étable de Véronge,,77,unclear,low,,,yes,abcsalles.com,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,0 100 75 75 10; 0 100 80 80 10; +33609656273; +33164201284; 0146740676,Dès 1350 €; 1350€; à partir de 2350€; 450 euros,162 m²; 220 pers; 230 m²; 160 m²,,https://www.abcsalles.com/lieu/etabledeveronge,scraped,200
Moulin Bicheret Réceptions,,77,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,06.12.14.83.97; +33612148397; +33164033918; +33681162014; 0496986469,Dès 2500 €; Dès 95 €; à partir de 2500 €; 3500 €,500 m²; 400 pers; 175 m²; 400 personnes,3 rue de Bicheret 77580 Guérard Voir le plan Parking Parking sur place 100 places Parking à prox,https://www.abcsalles.com/lieu/moulin-bicheret-receptions,scraped,200
Location de péniche Seine-et-Marne,,77,unclear,low,,,yes,abcsalles.com,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,0399999618; 0128274339; 0123523595; 0381469727; 0190734863,À partir de 1200€; 20€ / pers; 55€; 130€,90 pers; 90 personnes; 48 personnes; 100 m²,,https://www.abcsalles.com/location-de-peniche-2_seine-et-marne_d.html,scraped,200
Consulter les tarifs,,75,possible,high,location de salle; location de salles,,no,ymca-paris.fr,"adresse précise, contact, prix","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,222 m²; 96 m²; 32 m²; 60 m²,,http://ymca-paris.fr/le-centre/location-de-salles/,scraped,200
Location salle Oise,,93,unclear,low,,,yes,chateauform.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,4461d32a132ad256ad0a92d19ba4b33f@o4509882524368896.ingest.de.sentry.io; monnouveauprojet@chateauform.com; 0988252436; 0988712971; +33 1 79 35 08 28; +33 1 30 28 69 69; 09 20.67-46.09,dès 95 €; à partir de 270€; 15€ par jour,62 Participants; 95 Participants; 114 Participants; 50 Participants,"19 Avenue de la Division Leclerc 92800 Puteaux\""}",https://www.chateauform.com/fr/lp/location-salle/france/ile-de-france/oise/,scraped,200
Location de château Seine-et-Marne,,77,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33618730128; 01.59.30.50.81; +33686309708; 03.53.64.29.17; 0565085044,À partir de 5500€; 120€ / pers; À partir de 1600€; 80€ / pers,300 pers; 240 pers; 200 pers; 700 pers,176 rue des Vives Eaux à Dammarie-les-Lys\u003C\u002Fb,https://www.abcsalles.com/location-de-chateau-2_seine-et-marne_d.html,scraped,200
Location salle Seine et Marne,,93,unclear,low,,,yes,chateauform.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,4461d32a132ad256ad0a92d19ba4b33f@o4509882524368896.ingest.de.sentry.io; monnouveauprojet@chateauform.com; 0988252436; 0988712971; +33 1 79 35 08 28; +33 1 30 28 69 69; 09 20.67-46.09,dès 95 €; à partir de 270€; 15€ par jour,71 Participants; 80 Participants; 69 Participants; 100 Participants,"19 Avenue de la Division Leclerc 92800 Puteaux\""}",https://www.chateauform.com/fr/lp/location-salle/france/ile-de-france/seine-et-marne/,scraped,200
Salle de réunion Seine-et-Marne,,77,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33667713909; 01.59.30.33.88; +33608253530; 01.59.30.48.85; 0508999999,À partir de 1500€; À partir de 5500€; 120€ / pers; À partir de 50€,480 pers; 200 pers; 400 pers; 500 pers,4 rue Louis Braille 77178 Saint-Pathus\u003C\u002Fb,https://www.abcsalles.com/salle-de-reunion-2_seine-et-marne_d.html,scraped,200
Location salle Val d'Oise,,93,unclear,low,,,yes,chateauform.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,4461d32a132ad256ad0a92d19ba4b33f@o4509882524368896.ingest.de.sentry.io; monnouveauprojet@chateauform.com; 0988252436; 0988712971; +33 1 79 35 08 28; +33 1 30 28 69 69; 09 20.67-46.09,dès 95 €; à partir de 270€; 15€ par jour,63 Participants; 92 Participants; 50 Participants; 114 Participants,"19 Avenue de la Division Leclerc 92800 Puteaux\""}",https://www.chateauform.com/fr/lp/location-salle/france/ile-de-france/val-doise/,scraped,200
Domaine d'Arvigny,,77,unclear,low,,,yes,abcsalles.com,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,+33160655587,Dès 690 €; 690€; 990€; 1490€,180 m²; 150 pers; 000 m²; 150 personnes,,https://www.abcsalles.com/lieu/domaine-arvigny,scraped,200
L'Ermitage,,77,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33609549275; 0387423165,Dès 58 €; Dès 90 €; 00 € / pers; À partir de 180 €,250 m²; 300 pers; 300 personnes; 800 m²,68 chemin de Meaux 77144 Chalifert Voir le plan Accès en voiture L'ermitage est situé à environ 5 mi,https://www.abcsalles.com/lieu/l-ermitage-de-chalivert,scraped,200
Location salle de formation,,93,unclear,low,,,yes,chateauform.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,4461d32a132ad256ad0a92d19ba4b33f@o4509882524368896.ingest.de.sentry.io; monnouveauprojet@chateauform.com; 0988252436; 0988712971; +33 1 79 35 08 28; +33 1 30 28 69 69; 09 20.67-46.09,dès 95 €; à partir de 270€; 15€ par jour,000 participants; 70 Participants; 180 Participants; 230 Participants,"19 Avenue de la Division Leclerc 92800 Puteaux\""}",https://www.chateauform.com/fr/lp/location-salle/salle-de-formation/,scraped,200
